,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs,system_attrs,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values
,,,,,,batch_size,cliprange,ent_coef,gamma,lamdba,lr,n_steps,noptepochs,_number,fail_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
766,766,TrialState.PRUNED,-11.227999687194824,2019-06-10 22:36:54.608500,2019-06-10 22:40:02.737456,256,0.1,4.947956161930817e-07,0.999,0.8,0.23562891736158478,64,1,766,,-6.527394771575928,-10.7257719039917,-11.227999687194824,,,,,,,,,,,,,,,,,,,
767,767,TrialState.PRUNED,-46.529335021972656,2019-06-10 22:38:01.985679,2019-06-10 22:44:51.055654,128,0.3,0.056950184781131126,0.999,0.99,0.004567386705900873,256,30,767,,-19.317575454711914,-23.53448486328125,-42.65258026123047,-46.529335021972656,,,,,,,,,,,,,,,,,,
768,768,TrialState.PRUNED,-17.159549713134766,2019-06-10 22:38:04.839208,2019-06-10 22:41:19.857447,256,0.3,0.00013476546826553107,0.99,0.9,0.0005333699669151509,64,10,768,,-16.43937873840332,-16.736190795898438,-17.159549713134766,,,,,,,,,,,,,,,,,,,
769,769,TrialState.PRUNED,-16.908973693847656,2019-06-10 22:38:23.258392,2019-06-10 22:42:49.830772,128,0.3,0.004640205675127553,0.999,0.9,0.00031913574460429496,512,5,769,,-15.584460258483887,-13.87524127960205,-16.908973693847656,,,,,,,,,,,,,,,,,,,
770,770,TrialState.PRUNED,-7.981752872467041,2019-06-10 22:38:41.974729,2019-06-10 22:42:45.831826,32,0.3,0.0002343045818032115,0.95,0.9,0.6672419215490291,128,20,770,,-14.57690143585205,-7.4566473960876465,-7.981752872467041,,,,,,,,,,,,,,,,,,,
771,771,TrialState.PRUNED,-16.328907012939453,2019-06-10 22:39:55.552444,2019-06-10 22:43:49.442260,64,0.1,0.017855501922381684,0.9999,0.98,2.0749432560584815e-05,16,30,771,,-18.648174285888672,-16.739206314086914,-16.328907012939453,,,,,,,,,,,,,,,,,,,
772,772,TrialState.PRUNED,-13.107564926147461,2019-06-10 22:40:03.113573,2019-06-10 22:45:00.127559,64,0.2,0.0015499174945285273,0.9999,0.8,0.08734345010463879,512,10,772,,-4.981284141540527,-11.408317565917969,-13.107564926147461,,,,,,,,,,,,,,,,,,,
773,773,TrialState.PRUNED,-15.963890075683594,2019-06-10 22:40:14.734476,2019-06-10 22:45:01.427257,64,0.4,1.3722052171547952e-05,0.9,0.98,0.00010142533553680098,256,1,773,,-15.421911239624023,-14.534889221191406,-15.963890075683594,,,,,,,,,,,,,,,,,,,
774,774,TrialState.PRUNED,-14.023969650268555,2019-06-10 22:41:18.575443,2019-06-10 22:46:35.320183,64,0.1,0.0890719078341639,0.95,0.9,0.013228185803968727,16,50,774,,-13.302894592285156,-14.970609664916992,-14.023969650268555,,,,,,,,,,,,,,,,,,,
775,775,TrialState.PRUNED,-16.80054473876953,2019-06-10 22:41:20.232806,2019-06-10 22:58:54.289098,32,0.1,3.94750498533361e-07,0.95,0.9,0.009979824788445064,2048,1,775,,-15.79576587677002,-16.316797256469727,-16.80054473876953,,,,,,,,,,,,,,,,,,,
776,776,TrialState.PRUNED,-23.055828094482422,2019-06-10 22:41:36.815416,2019-06-10 22:46:43.950473,128,0.2,1.347093610016265e-06,0.9999,0.99,0.002326167487884445,16,5,776,,-22.37032699584961,-27.169967651367188,-49.228553771972656,-23.055828094482422,,,,,,,,,,,,,,,,,,
777,777,TrialState.PRUNED,-16.409591674804688,2019-06-10 22:41:45.564422,2019-06-10 22:46:36.675625,256,0.2,6.473994270717129e-08,0.99,0.8,0.011538156357820243,512,20,777,,-15.680536270141602,-16.630578994750977,-16.409591674804688,,,,,,,,,,,,,,,,,,,
778,778,TrialState.PRUNED,-32.818260192871094,2019-06-10 22:42:46.221931,2019-06-10 22:47:59.180508,32,0.3,0.0026204174383497943,0.9999,0.92,0.0030031274412393345,256,20,778,,-17.586740493774414,-18.137798309326172,-32.818260192871094,,,,,,,,,,,,,,,,,,,
779,779,TrialState.PRUNED,-18.54279136657715,2019-06-10 22:42:50.201006,2019-06-10 22:47:28.746636,32,0.3,1.1218199292883512e-06,0.9,0.9,0.0003556824037572898,128,50,779,,-16.825313568115234,-17.574466705322266,-18.54279136657715,,,,,,,,,,,,,,,,,,,
780,780,TrialState.PRUNED,-16.295841217041016,2019-06-10 22:42:58.049050,2019-06-10 22:51:50.694529,64,0.2,5.452066395676189e-06,0.9,0.98,0.038467135269150014,1024,1,780,,-18.449804306030273,-15.264883041381836,-16.295841217041016,,,,,,,,,,,,,,,,,,,
781,781,TrialState.PRUNED,-14.481440544128418,2019-06-10 22:43:26.106372,2019-06-10 22:48:49.030748,256,0.2,0.04034323304314433,0.995,0.8,0.036149033249525356,512,1,781,,-16.428552627563477,-16.113506317138672,-14.481440544128418,,,,,,,,,,,,,,,,,,,
782,782,TrialState.PRUNED,-18.859758377075195,2019-06-10 22:43:29.115529,2019-06-10 22:52:44.716199,128,0.1,0.009297330243709365,0.999,1.0,0.0001530470953259519,1024,30,782,,-15.614843368530273,-14.42992877960205,-18.859758377075195,,,,,,,,,,,,,,,,,,,
783,783,TrialState.PRUNED,-16.082233428955078,2019-06-10 22:43:49.816051,2019-06-10 22:49:08.707779,32,0.4,0.003375328566405546,0.95,0.9,7.580331032813615e-05,512,20,783,,-16.96310043334961,-14.74690055847168,-16.082233428955078,,,,,,,,,,,,,,,,,,,
784,784,TrialState.PRUNED,-8.182409286499023,2019-06-10 22:44:51.441731,2019-06-10 22:54:01.533245,256,0.4,1.2812218713023305e-08,0.9,0.98,0.24103965078039472,1024,20,784,,-10.739823341369629,-9.163190841674805,-8.182409286499023,,,,,,,,,,,,,,,,,,,
785,785,TrialState.PRUNED,-12.642278671264648,2019-06-10 22:45:00.517914,2019-06-10 22:49:53.084248,128,0.4,0.0011347673898435564,0.999,1.0,0.13191981703922015,256,5,785,,-11.863866806030273,-12.634066581726074,-12.642278671264648,,,,,,,,,,,,,,,,,,,
786,786,TrialState.PRUNED,-15.626643180847168,2019-06-10 22:45:01.778680,2019-06-10 23:02:41.332869,64,0.2,4.67640235625198e-08,0.9999,0.95,0.0001451145695780577,2048,10,786,,-17.426326751708984,-15.77734375,-15.626643180847168,,,,,,,,,,,,,,,,,,,
787,787,TrialState.PRUNED,-15.76525592803955,2019-06-10 22:46:35.709768,2019-06-10 22:50:11.582060,256,0.2,1.179427970068622e-06,0.98,1.0,0.00020543892099252078,16,1,787,,-15.932672500610352,-15.765955924987793,-15.76525592803955,,,,,,,,,,,,,,,,,,,
788,788,TrialState.PRUNED,-14.963879585266113,2019-06-10 22:46:37.069122,2019-06-10 22:51:52.388677,64,0.3,9.92647913660146e-07,0.995,0.99,0.0696517037395562,256,30,788,,-6.467698574066162,-15.360806465148926,-14.963879585266113,,,,,,,,,,,,,,,,,,,
789,789,TrialState.PRUNED,-14.474726676940918,2019-06-10 22:46:44.334245,2019-06-10 22:52:03.135359,128,0.4,0.010208050511869512,0.98,0.8,0.0001454892669967652,512,5,789,,-15.728703498840332,-14.9111967086792,-14.474726676940918,,,,,,,,,,,,,,,,,,,
790,790,TrialState.PRUNED,-14.455479621887207,2019-06-10 22:47:29.130612,2019-06-10 22:56:46.152799,64,0.1,0.039080807827845995,0.995,1.0,0.0003149995377310926,1024,20,790,,-15.402181625366211,-15.770678520202637,-14.455479621887207,,,,,,,,,,,,,,,,,,,
791,791,TrialState.PRUNED,-14.103158950805664,2019-06-10 22:47:59.569557,2019-06-10 22:51:34.689389,256,0.1,0.010154441708899571,0.9999,0.92,0.27513987865125245,16,20,791,,-11.051397323608398,-8.940380096435547,-14.103158950805664,,,,,,,,,,,,,,,,,,,
792,792,TrialState.PRUNED,-32.23070526123047,2019-06-10 22:48:45.300543,2019-06-10 22:58:49.866727,32,0.2,1.2442775906116479e-07,0.95,0.98,0.0011226841902085276,16,30,792,,-20.613067626953125,-67.5180435180664,-70.13488006591797,-203.32473754882812,-77.93653869628906,-78.62972259521484,-27.872655868530273,-32.23070526123047,,,,,,,,,,,,,,
793,793,TrialState.PRUNED,-18.343799591064453,2019-06-10 22:48:49.397201,2019-06-10 22:53:29.994581,64,0.1,3.244744245418794e-06,0.995,1.0,0.00013717043895760167,128,30,793,,-15.842806816101074,-19.183019638061523,-18.343799591064453,,,,,,,,,,,,,,,,,,,
794,794,TrialState.PRUNED,-19.066518783569336,2019-06-10 22:49:09.094568,2019-06-10 22:52:36.393475,64,0.3,2.664631982317482e-06,0.95,1.0,0.0020569917638761487,32,10,794,,-17.629016876220703,-18.415897369384766,-19.066518783569336,,,,,,,,,,,,,,,,,,,
795,795,TrialState.PRUNED,-22.25127601623535,2019-06-10 22:49:37.159676,2019-06-10 22:53:55.550540,64,0.1,0.017568591071245344,0.99,1.0,0.0002630848986931424,128,50,795,,-19.72832489013672,-17.7115421295166,-22.25127601623535,,,,,,,,,,,,,,,,,,,
796,796,TrialState.PRUNED,-15.956199645996094,2019-06-10 22:49:53.482450,2019-06-10 23:07:12.675531,32,0.1,1.599606994158455e-08,0.95,0.9,0.035893952086843574,2048,1,796,,-15.947805404663086,-16.05105972290039,-15.956199645996094,,,,,,,,,,,,,,,,,,,
797,797,TrialState.PRUNED,-12.861597061157227,2019-06-10 22:50:11.972830,2019-06-10 22:53:53.290117,64,0.3,0.05460974011263823,0.9,0.95,0.0969432356584042,32,1,797,,-11.90129566192627,-11.017085075378418,-12.861597061157227,,,,,,,,,,,,,,,,,,,
798,798,TrialState.PRUNED,-16.536029815673828,2019-06-10 22:51:35.072726,2019-06-10 22:56:17.566200,64,0.1,0.0009909266196639665,0.999,0.99,0.00178492850947422,256,5,798,,-14.945210456848145,-15.266225814819336,-16.536029815673828,,,,,,,,,,,,,,,,,,,
799,799,TrialState.PRUNED,-8.814142227172852,2019-06-10 22:51:51.070681,2019-06-10 22:54:55.255227,64,0.2,0.00028669673071910113,0.95,0.99,0.4740144669555783,16,1,799,,-13.68174934387207,-10.71646785736084,-8.814142227172852,,,,,,,,,,,,,,,,,,,
800,800,TrialState.PRUNED,-17.189044952392578,2019-06-10 22:51:52.755743,2019-06-10 22:56:35.775626,64,0.2,0.001011193588713833,0.9,0.95,0.02676300818385916,512,1,800,,-18.156400680541992,-16.683013916015625,-17.189044952392578,,,,,,,,,,,,,,,,,,,
801,801,TrialState.PRUNED,-17.438701629638672,2019-06-10 22:52:03.507539,2019-06-10 23:02:43.052540,256,0.2,8.907380413994176e-07,0.9999,0.92,4.5554135814310005e-05,1024,30,801,,-17.566408157348633,-17.111726760864258,-17.438701629638672,,,,,,,,,,,,,,,,,,,
802,802,TrialState.PRUNED,-4.013116359710693,2019-06-10 22:52:36.787640,2019-06-10 22:55:43.611533,64,0.2,1.4552172046097916e-05,0.98,0.8,0.34604153095814283,16,1,802,,-3.4414641857147217,-5.410789489746094,-4.013116359710693,,,,,,,,,,,,,,,,,,,
803,803,TrialState.PRUNED,-16.172016143798828,2019-06-10 22:52:45.118385,2019-06-10 23:04:52.494858,32,0.4,0.00012064080307265152,0.98,0.92,0.005932229209135698,1024,50,803,,-17.895353317260742,-14.524319648742676,-16.172016143798828,,,,,,,,,,,,,,,,,,,
804,804,TrialState.PRUNED,-15.127995491027832,2019-06-10 22:53:30.403063,2019-06-10 23:00:20.140009,64,0.4,1.7556610392163388e-08,0.98,0.95,0.04055528953171046,512,50,804,,-19.330562591552734,-15.887578964233398,-15.127995491027832,,,,,,,,,,,,,,,,,,,
805,805,TrialState.PRUNED,-35.14107131958008,2019-06-10 22:53:53.680164,2019-06-10 22:59:32.762964,64,0.4,0.0002780724346913202,0.99,0.9,0.0099326604456064,64,30,805,,-21.299091339111328,-38.098716735839844,-25.1391658782959,-35.14107131958008,,,,,,,,,,,,,,,,,,
806,806,TrialState.PRUNED,-16.45245361328125,2019-06-10 22:53:55.928917,2019-06-10 23:11:30.202061,128,0.3,0.0004662072437290212,0.95,1.0,0.0018243412030321362,2048,1,806,,-17.685657501220703,-18.41690444946289,-16.45245361328125,,,,,,,,,,,,,,,,,,,
807,807,TrialState.PRUNED,-20.987274169921875,2019-06-10 22:54:01.896098,2019-06-10 22:58:06.778969,32,0.4,0.004031477704452046,0.98,0.95,0.015147729322642745,32,50,807,,-20.581579208374023,-22.873310089111328,-20.987274169921875,,,,,,,,,,,,,,,,,,,
808,808,TrialState.PRUNED,-110.2408447265625,2019-06-10 22:54:55.628069,2019-06-10 23:00:50.408899,32,0.1,3.794265104532139e-07,0.99,0.98,0.006711082268083546,32,10,808,,-20.940929412841797,-50.473960876464844,-63.820465087890625,-77.40570068359375,-110.2408447265625,,,,,,,,,,,,,,,,,
809,809,TrialState.PRUNED,-18.550495147705078,2019-06-10 22:55:44.000754,2019-06-10 23:13:14.561884,256,0.4,0.00010757569371042103,0.9999,0.95,0.00013186590155474646,2048,5,809,,-17.808834075927734,-17.51384925842285,-18.550495147705078,,,,,,,,,,,,,,,,,,,
810,810,TrialState.COMPLETE,-687.34326171875,2019-06-10 22:56:17.949512,2019-06-10 23:50:36.628750,32,0.4,5.00616510928183e-05,0.99,0.99,0.0003318621116293732,16,20,810,,-19.436573028564453,-36.187904357910156,-590.6044311523438,-395.7792053222656,-607.4232788085938,-601.4093627929688,-472.56005859375,-400.6001892089844,-534.4491577148438,-88.7501220703125,-149.7843475341797,-381.24481201171875,-555.8853759765625,-685.9957275390625,-690.4512939453125,-414.18646240234375,-188.87368774414062,-628.7490234375,-665.8804931640625,-600.1744995117188,-687.34326171875,
811,811,TrialState.PRUNED,-16.510234832763672,2019-06-10 22:56:36.167835,2019-06-10 23:14:32.689102,64,0.3,3.1412088845443027e-07,0.999,1.0,1.0973877261907617e-05,2048,10,811,,-16.53856658935547,-17.644922256469727,-16.510234832763672,,,,,,,,,,,,,,,,,,,
812,812,TrialState.PRUNED,-16.716585159301758,2019-06-10 22:56:46.531902,2019-06-10 23:02:13.393830,64,0.1,0.00040839318157223945,0.99,1.0,2.8363212380614586e-05,512,50,812,,-16.01329803466797,-19.694305419921875,-16.716585159301758,,,,,,,,,,,,,,,,,,,
813,813,TrialState.PRUNED,-25.98727798461914,2019-06-10 22:58:07.181269,2019-06-10 23:02:19.720542,256,0.3,6.219931269600413e-06,0.995,0.99,0.029663127853867915,128,50,813,,-16.208890914916992,-21.39146614074707,-25.98727798461914,,,,,,,,,,,,,,,,,,,
814,814,TrialState.PRUNED,-17.04132080078125,2019-06-10 22:58:50.243402,2019-06-10 23:07:34.523736,256,0.3,5.05451425944229e-05,0.9999,0.99,4.725385429452778e-05,1024,20,814,,-18.63827896118164,-17.227691650390625,-17.04132080078125,,,,,,,,,,,,,,,,,,,
815,815,TrialState.PRUNED,2.952510356903076,2019-06-10 22:58:54.658046,2019-06-10 23:02:09.725158,64,0.3,3.2138715490125887e-08,0.99,0.8,0.009484543127768209,16,1,815,,-15.903895378112793,-25.286706924438477,2.952510356903076,,,,,,,,,,,,,,,,,,,
816,816,TrialState.PRUNED,-14.818255424499512,2019-06-10 22:59:33.168713,2019-06-10 23:05:05.045963,256,0.3,0.007921005629175418,0.99,0.9,1.0455201835637465e-05,256,10,816,,-16.115211486816406,-15.323936462402344,-14.818255424499512,,,,,,,,,,,,,,,,,,,
817,817,TrialState.PRUNED,-53.08844757080078,2019-06-10 23:00:20.532034,2019-06-10 23:06:38.889936,64,0.1,0.0002451358862721269,0.9999,1.0,0.0031906674295384503,32,10,817,,-19.792360305786133,-38.35847854614258,-44.94376754760742,-71.35340881347656,-53.08844757080078,,,,,,,,,,,,,,,,,
818,818,TrialState.PRUNED,-17.669763565063477,2019-06-10 23:00:50.801145,2019-06-10 23:18:44.813007,128,0.3,3.729914318761279e-08,0.9999,0.92,0.005333362239633739,2048,20,818,,-14.945211410522461,-17.19838523864746,-17.669763565063477,,,,,,,,,,,,,,,,,,,
819,819,TrialState.PRUNED,-15.57616901397705,2019-06-10 23:02:10.125786,2019-06-10 23:07:22.037667,32,0.2,0.020439351526779444,0.95,0.98,0.0008076590595235042,512,20,819,,-17.84217071533203,-17.42827796936035,-15.57616901397705,,,,,,,,,,,,,,,,,,,
820,820,TrialState.PRUNED,-13.878870964050293,2019-06-10 23:02:13.766798,2019-06-10 23:06:40.269245,256,0.1,3.2737928321956695e-05,0.98,0.9,3.99216066432992e-05,256,5,820,,-14.896177291870117,-16.484262466430664,-13.878870964050293,,,,,,,,,,,,,,,,,,,
821,821,TrialState.PRUNED,-17.172653198242188,2019-06-10 23:02:20.081870,2019-06-10 23:06:04.526734,128,0.2,8.371890494632489e-06,0.995,1.0,2.0591242658198964e-05,128,1,821,,-17.69027328491211,-16.184844970703125,-17.172653198242188,,,,,,,,,,,,,,,,,,,
822,822,TrialState.PRUNED,-16.961803436279297,2019-06-10 23:02:41.721606,2019-06-10 23:06:10.620542,128,0.1,1.5817773980470935e-08,0.95,0.98,3.3688810625658693e-05,128,1,822,,-16.568336486816406,-15.206812858581543,-16.961803436279297,,,,,,,,,,,,,,,,,,,
823,823,TrialState.PRUNED,-7.8840179443359375,2019-06-10 23:02:43.427723,2019-06-10 23:06:23.749342,256,0.2,0.0012747618843816633,0.98,0.9,0.7253865181313481,32,10,823,,-8.04503345489502,-7.995885372161865,-7.8840179443359375,,,,,,,,,,,,,,,,,,,
824,824,TrialState.PRUNED,-15.830558776855469,2019-06-10 23:04:52.894537,2019-06-10 23:22:18.886461,256,0.2,7.715484542449856e-06,0.9,0.92,0.0014545496353500268,2048,5,824,,-16.716880798339844,-15.268499374389648,-15.830558776855469,,,,,,,,,,,,,,,,,,,
825,825,TrialState.PRUNED,-14.653913497924805,2019-06-10 23:05:05.421501,2019-06-10 23:11:06.971166,64,0.2,4.0127889350401934e-05,0.9,0.95,0.07708889966901801,512,20,825,,-6.652308464050293,-12.550312995910645,-14.653913497924805,,,,,,,,,,,,,,,,,,,
826,826,TrialState.PRUNED,-19.61264419555664,2019-06-10 23:06:04.926500,2019-06-10 23:26:38.497472,32,0.3,4.7382746115401275e-05,0.999,1.0,0.016299345875616843,2048,20,826,,-15.230255126953125,-21.086170196533203,-19.61264419555664,,,,,,,,,,,,,,,,,,,
827,827,TrialState.PRUNED,-9.595901489257812,2019-06-10 23:06:11.008845,2019-06-10 23:09:37.778605,128,0.1,3.904241943307655e-06,0.995,0.95,0.08999247742160008,32,20,827,,-8.719478607177734,-10.04047966003418,-9.595901489257812,,,,,,,,,,,,,,,,,,,
828,828,TrialState.PRUNED,-15.440531730651855,2019-06-10 23:06:24.129585,2019-06-10 23:11:17.047537,64,0.1,0.0002122863457889159,0.9999,0.8,1.8419879672743584e-05,128,50,828,,-17.377910614013672,-16.22930145263672,-15.440531730651855,,,,,,,,,,,,,,,,,,,
829,829,TrialState.PRUNED,-6.924376010894775,2019-06-10 23:06:39.269555,2019-06-10 23:12:34.188712,128,0.3,4.025607596333373e-05,0.995,0.9,0.6721556703723834,256,30,829,,-9.573965072631836,-11.848278999328613,-6.924376010894775,,,,,,,,,,,,,,,,,,,
830,830,TrialState.PRUNED,-17.06035614013672,2019-06-10 23:06:40.628830,2019-06-10 23:11:42.428875,64,0.1,0.020629011957339686,0.999,0.92,1.2675129141220417e-05,256,30,830,,-14.364273071289062,-15.891016006469727,-17.06035614013672,,,,,,,,,,,,,,,,,,,
831,831,TrialState.PRUNED,-55.724571228027344,2019-06-10 23:07:13.067046,2019-06-10 23:12:02.371970,32,0.2,1.0740438073616781e-08,0.9999,0.9,0.003640007428564317,64,30,831,,-17.11629867553711,-33.55915069580078,-44.56435775756836,-55.724571228027344,,,,,,,,,,,,,,,,,,
832,832,TrialState.PRUNED,-12.686213493347168,2019-06-10 23:07:22.417512,2019-06-10 23:11:14.457535,128,0.2,5.76822624012772e-06,0.99,0.95,0.43236869307816905,32,50,832,,-8.396309852600098,-11.69856071472168,-12.686213493347168,,,,,,,,,,,,,,,,,,,
833,833,TrialState.COMPLETE,-44.249961853027344,2019-06-10 23:07:34.896313,2019-06-10 23:32:51.673647,256,0.4,0.012411604646186663,0.99,0.95,0.028973596378628935,64,5,833,,-19.825729370117188,-46.930301666259766,-85.9269027709961,-44.737770080566406,-283.8123779296875,-14.367080688476562,-71.89961242675781,-618.7791137695312,-439.06414794921875,-41.89373779296875,-59.3239860534668,-236.7978973388672,-57.35368728637695,-41.634521484375,-42.43523025512695,-53.297393798828125,-40.36553955078125,-30.44595718383789,-44.249961853027344,,,
834,834,TrialState.PRUNED,-7.362915992736816,2019-06-10 23:09:38.160632,2019-06-10 23:14:34.975898,256,0.4,0.012344730746681408,0.9,0.9,0.5051018473481678,256,50,834,,-7.793270111083984,-8.608262062072754,-7.362915992736816,,,,,,,,,,,,,,,,,,,
835,835,TrialState.PRUNED,-16.231338500976562,2019-06-10 23:11:07.398995,2019-06-10 23:22:05.590177,256,0.4,1.28808475315601e-08,0.9999,0.92,0.0051871784217535025,1024,50,835,,-17.888521194458008,-19.147565841674805,-16.231338500976562,,,,,,,,,,,,,,,,,,,
836,836,TrialState.PRUNED,-13.74505615234375,2019-06-10 23:11:14.871655,2019-06-10 23:15:59.780944,128,0.2,1.23436440361e-07,0.9999,0.8,4.187321752296833e-05,256,5,836,,-11.871445655822754,-15.762300491333008,-13.74505615234375,,,,,,,,,,,,,,,,,,,
837,837,TrialState.PRUNED,-20.33843994140625,2019-06-10 23:11:17.420993,2019-06-10 23:15:27.473790,128,0.3,1.684497932858974e-08,0.95,0.92,0.01513883588930969,64,50,837,,-17.490543365478516,-19.52669906616211,-20.33843994140625,,,,,,,,,,,,,,,,,,,
838,838,TrialState.PRUNED,-21.3392333984375,2019-06-10 23:11:30.566304,2019-06-10 23:14:52.050059,128,0.1,4.5093940886681726e-08,0.9999,1.0,0.06424136077801597,32,5,838,,-14.63109302520752,-12.61244010925293,-21.3392333984375,,,,,,,,,,,,,,,,,,,
839,839,TrialState.PRUNED,-15.920370101928711,2019-06-10 23:11:42.801191,2019-06-10 23:29:03.593300,256,0.2,0.014371555410652465,0.9999,0.98,0.0027461816024788653,2048,10,839,,-17.327075958251953,-19.376527786254883,-15.920370101928711,,,,,,,,,,,,,,,,,,,
840,840,TrialState.PRUNED,-17.64168930053711,2019-06-10 23:12:02.755356,2019-06-10 23:15:51.620563,256,0.1,0.04351247876660855,0.9,0.95,0.00011019509574918289,128,20,840,,-17.67624282836914,-18.325191497802734,-17.64168930053711,,,,,,,,,,,,,,,,,,,
841,841,TrialState.PRUNED,-16.27604103088379,2019-06-10 23:12:34.585552,2019-06-10 23:23:10.907913,256,0.4,0.00024277098472868174,0.9999,1.0,0.00016099876373969557,1024,10,841,,-15.436306953430176,-17.039886474609375,-16.27604103088379,,,,,,,,,,,,,,,,,,,
842,842,TrialState.PRUNED,-13.048810005187988,2019-06-10 23:13:14.956146,2019-06-10 23:22:03.916806,256,0.4,7.128868952342415e-08,0.999,1.0,0.024416666948733127,16,30,842,,-200.7001953125,-20.682968139648438,-15.286569595336914,-16.03068733215332,-9.83387565612793,-13.392923355102539,-13.048810005187988,,,,,,,,,,,,,,,
843,843,TrialState.PRUNED,-16.72496795654297,2019-06-10 23:14:33.086336,2019-06-10 23:18:35.207540,64,0.1,0.0041413371652441544,0.999,0.98,0.00854112450169749,128,30,843,,-17.183589935302734,-19.16617774963379,-16.72496795654297,,,,,,,,,,,,,,,,,,,
844,844,TrialState.PRUNED,-15.143182754516602,2019-06-10 23:14:35.333455,2019-06-10 23:19:11.079782,64,0.2,0.0539013826983248,0.995,0.9,0.027387025372709106,512,5,844,,-16.72696304321289,-15.786837577819824,-15.143182754516602,,,,,,,,,,,,,,,,,,,
845,845,TrialState.PRUNED,-16.50821876525879,2019-06-10 23:14:52.433732,2019-06-10 23:19:49.084393,256,0.3,0.007967475063477962,0.995,0.92,0.00026331734319959857,256,20,845,,-14.395050048828125,-17.248966217041016,-16.50821876525879,,,,,,,,,,,,,,,,,,,
846,846,TrialState.PRUNED,-16.57456398010254,2019-06-10 23:15:27.860632,2019-06-10 23:36:40.331722,256,0.2,0.015166738576592955,0.95,1.0,0.02136685492510089,2048,50,846,,-17.32437515258789,-16.42673683166504,-16.57456398010254,,,,,,,,,,,,,,,,,,,
847,847,TrialState.PRUNED,-18.50569725036621,2019-06-10 23:15:52.012520,2019-06-10 23:25:01.870501,128,0.4,0.004897751311046817,0.9,0.92,2.39508232166583e-05,1024,10,847,,-14.276103019714355,-15.669886589050293,-18.50569725036621,,,,,,,,,,,,,,,,,,,
848,848,TrialState.PRUNED,-130.6948699951172,2019-06-10 23:16:00.161107,2019-06-10 23:25:52.643352,256,0.4,1.524331740485463e-07,0.99,0.98,0.0001462022566011103,32,30,848,,-17.119464874267578,-45.357383728027344,-56.096092224121094,-144.11203002929688,-189.2071990966797,-119.25801086425781,-130.6948699951172,,,,,,,,,,,,,,,
849,849,TrialState.PRUNED,-15.446958541870117,2019-06-10 23:18:07.275777,2019-06-10 23:21:44.690179,64,0.4,0.010474719605384982,0.98,1.0,5.5509296429871934e-05,64,1,849,,-16.39170265197754,-17.50226593017578,-15.446958541870117,,,,,,,,,,,,,,,,,,,
850,850,TrialState.PRUNED,-24.654874801635742,2019-06-10 23:18:35.625818,2019-06-10 23:29:51.782003,64,0.4,1.3527435456560495e-06,0.99,0.99,0.001503335493416314,1024,50,850,,-16.904972076416016,-20.80574607849121,-24.654874801635742,,,,,,,,,,,,,,,,,,,
851,851,TrialState.PRUNED,-80.1433334350586,2019-06-10 23:18:45.188157,2019-06-10 23:24:33.179404,256,0.2,2.3148303630605247e-08,0.98,0.95,0.003027040737341132,64,30,851,,-22.40018081665039,-30.49330711364746,-40.590091705322266,-60.1918830871582,-80.1433334350586,,,,,,,,,,,,,,,,,
852,852,TrialState.PRUNED,-17.86795425415039,2019-06-10 23:19:11.470201,2019-06-10 23:45:56.434750,64,0.2,6.481120540636831e-07,0.995,0.8,0.005195299831714796,16,20,852,,-54.00944900512695,-18.380138397216797,-176.1852569580078,-324.80029296875,-50.2718620300293,-70.24562072753906,-316.01141357421875,-519.7535400390625,-552.9312133789062,-40.85358810424805,-17.4007568359375,-15.383578300476074,-15.484601974487305,-15.8187837600708,-18.14908218383789,-17.360647201538086,-18.23221778869629,-17.23086929321289,-16.217369079589844,-17.86795425415039,,
853,853,TrialState.PRUNED,-16.688655853271484,2019-06-10 23:19:49.466842,2019-06-10 23:25:46.632397,32,0.1,0.00015515556438870377,0.95,0.9,8.112993280894351e-05,512,30,853,,-17.78350830078125,-17.355440139770508,-16.688655853271484,,,,,,,,,,,,,,,,,,,
854,854,TrialState.PRUNED,-33.493408203125,2019-06-10 23:21:45.087658,2019-06-10 23:25:20.812665,256,0.3,4.415826045686889e-05,0.995,0.99,0.0015860492057631775,64,5,854,,-17.38863754272461,-22.73491859436035,-33.493408203125,,,,,,,,,,,,,,,,,,,
855,855,TrialState.PRUNED,-16.382720947265625,2019-06-10 23:22:04.317382,2019-06-10 23:27:06.002846,256,0.4,3.4678560629667684e-08,0.995,0.9,0.06378249631912734,512,1,855,,-15.830062866210938,-10.433775901794434,-16.382720947265625,,,,,,,,,,,,,,,,,,,
856,856,TrialState.PRUNED,-16.488792419433594,2019-06-10 23:22:05.966677,2019-06-10 23:42:21.845751,256,0.2,0.009422506142076527,0.999,1.0,6.418124552452823e-05,2048,1,856,,-18.435810089111328,-17.8448543548584,-16.488792419433594,,,,,,,,,,,,,,,,,,,
